0	4	5	818	976	1	0.31907090464547677	0.11168032786885246	0.6246943765281173	0.7223360655737705	1	0.037897310513447434	0.33401639344262296	0.2555012224938875	0.7295081967213115	1	0.18092909535452323	0.1834016393442623	0.3545232273838631	0.6567622950819673	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001001.png
1	4	5	1239	976	1	0.2179176755447942	0.24795081967213115	0.5682001614205004	0.923155737704918	1	0.4600484261501211	0.17827868852459017	0.7740112994350282	0.9805327868852459	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001002.png
2	4	5	851	976	1	0.34430082256169214	0.11987704918032786	0.5616921269095182	0.7295081967213115	1	0.5205640423031728	0.06352459016393443	0.7755581668625147	0.7284836065573771	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001003.png
3	4	5	835	976	1	0.39281437125748503	0.13831967213114754	0.6107784431137725	0.7346311475409836	1	0.5592814371257485	0.18954918032786885	0.6958083832335329	0.757172131147541	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001004.png
4	4	5	891	976	1	0.30078563411896747	0.19057377049180327	0.5129068462401796	0.9641393442622951	1	0.38608305274971944	0.1362704918032787	0.712682379349046	0.9620901639344263	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001005.png
5	4	5	970	976	1	0.38556701030927837	0.1168032786885246	0.6350515463917525	0.7182377049180327	1	0.5690721649484536	0.09016393442622951	0.7587628865979381	0.7049180327868853	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001006.png
6	4	5	1272	767	1	0.18474842767295596	0.3076923076923077	0.3136792452830189	0.9439374185136897	1	0.29874213836477986	0.26988265971316816	0.43238993710691825	0.9439374185136897	1	0.4308176100628931	0.2894393741851369	0.5731132075471698	0.9634941329856584	1	0.5683962264150944	0.363754889178618	0.7272012578616353	0.9830508474576272	1	0.6988993710691824	0.38070404172099087	0.8624213836477987	0.9973924380704041	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001007.png
7	4	5	713	700	1	0.2973352033660589	0.4085714285714286	0.37166900420757365	0.59	1	0.49789621318373073	0.46	0.5834502103786816	0.6328571428571429	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001008.png
8	4	5	478	627	1	0.40794979079497906	0.24561403508771928	0.6213389121338913	0.7464114832535885	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001009.png
9	4	5	589	852	1	0.2597623089983022	0.23943661971830985	0.7147707979626485	0.852112676056338	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	crop001010.png
